x,y,t,ordered_id,cluster,cluster1,cluster2,cluster3
3.8900898748376607,-8.076322189087511,3.352412902652991,0,-1,0,0,0
-4.234441167982487,-1.312716780945341,1.7015437407318152,1,-1,0,0,0
-5.408341219428778,-1.368917286073053,2.4730893414928774,2,3,1,1,1
1.0160324278412465,-0.1250350665239369,3.458843209558932,3,1,1,0,0
4.345485601754149,-1.4685602521426062,6.778380264881094,4,-1,0,0,0
-1.522492089535673,-3.717227785145188,-8.252739231017713,5,-1,0,0,0
9.519131128015388,-1.4582441221363975,5.220920260578096,6,-1,0,0,0
3.6596288239802934,7.789105429719269,-5.075405784169895,7,-1,0,0,0
-0.3775483506096534,8.794368360436817,-6.054385380540337,8,-1,0,0,0
-2.1360731397558195,0.0363661825098638,1.434647758331167,9,2,1,1,0
-3.105075280212786,2.4542684454838017,-8.004892171074735,10,-1,0,0,0
4.535184206204025,-7.610755777429945,7.629471160247764,11,-1,0,0,0
-1.2162695553434366,-3.6177474599576462,2.519529646615121,12,1,1,0,0
-8.718377647130547,-1.6864410033180908,4.423643892161104,13,-1,0,0,0
-2.018723744457458,7.252921326090646,-9.580641707438668,14,-1,0,0,0
4.712309033494307,-4.940983765149167,1.8697512130118417,15,-1,0,0,0
-6.2866637370207,-0.3359215675984539,1.1243468094069162,16,-1,0,0,0
-6.426055228279648,9.61408375509196,-6.75259904593449,17,-1,0,0,0
0.6247172020683998,0.3858053613442249,-6.869203800529493,18,-1,0,0,0
0.630186224517948,2.2353116101067596,3.871484669664036,19,-1,0,0,0
2.6611389793161573,-7.51155241339159,-3.5884247576388484,20,-1,0,0,0
6.918749522740233,6.4615478500352985,3.8010118515300295,21,-1,0,0,0
4.444215432240578,2.040590542536362,1.0767883444118873,22,1,1,0,0
2.198265511416141,0.8923465280360053,-2.198778632361737,23,1,1,0,0
4.404378974890387,-3.1132760912686934,8.417623294356925,24,-1,0,0,0
-3.5054135057070717,-3.878408377261755,6.765065938871782,25,-1,0,0,0
-2.736584618678181,-1.6429602217109085,-2.82352817967311,26,1,1,0,0
-5.380388028596679,3.5897551626973736,-9.036889016778998,27,-1,0,0,0
-4.084461881501179,7.434045467544464,-3.8655921464602705,28,-1,0,0,0
2.5933272523188577,0.2063622820646204,-2.0159234980239766,29,1,1,0,0
1.9646918559786164,-2.4126717881246105,-1.042932503882532,30,1,1,0,0
-2.1386066504962056,2.2688660921752466,-0.6510278856670111,31,1,1,0,0
-2.731485464357969,-1.9460385575091916,1.607854471064503,32,3,1,1,1
0.5131476908289123,1.4840123699421963,-1.4140626645417664,33,2,1,1,0
2.1946896978556305,2.97255178350981,2.698308068877296,34,1,1,0,0
-0.7689353987553904,-1.6093293431475264,0.4341237496300554,35,2,1,1,0
4.807641983846155,1.4530787739030675,-2.4287024489141924,36,1,1,0,0
1.848297385848633,1.6449451416728644,0.0451938732313939,37,2,1,1,0
-0.1906809851563906,-1.314243796492362,0.5024777017025095,38,2,1,1,0
-1.0788248180584947,2.527382828232388,2.7524971591892107,39,1,1,0,0
-1.568219838491306,-2.582015961458775,2.4726975997044462,40,1,1,0,0
2.290497073840416,-1.626720243775504,2.643506849805557,41,1,1,0,0
-0.6142775532037559,-1.2325235773422047,0.8821048022829667,42,2,1,1,0
-4.403221033904316,-2.459679368439972,0.8566722093937047,43,3,1,1,1
-1.0195574466956858,-1.5284868938264518,1.1077529551172032,44,3,1,1,1
2.379954057320357,1.722980338714617,-2.7061372865857973,45,1,1,0,0
-3.175082695465,-1.396598738662972,-1.413627869617821,46,1,1,0,0
-3.245482438525075,0.0396942282196672,-1.4720881825022327,47,1,1,0,0
0.3155137384183837,-2.187876544630563,1.6869692636972458,48,1,1,0,0
0.3182758709686606,0.5501226220525206,-1.9765662698675437,49,2,1,1,0
1.3440095855132106,0.6652220928539037,1.4626249067135777,50,2,1,1,0
3.4943179407778957,-1.6904347763040677,-0.4923430045799175,51,1,1,0,0
2.244553248606352,-2.552092366051403,-1.3743869508353364,52,1,1,0,0
1.1102351067758287,1.2107082959370878,2.423179019567889,53,1,1,0,0
2.2244338257022154,0.8006177096746272,-1.1870652641356882,54,2,1,1,0
-1.770410861468218,-0.1064991421540559,1.6407262668005338,55,2,1,1,0
-1.382113443776859,2.372535485584602,1.5496704489063005,56,1,1,0,0
-2.717367691210444,2.863616252277541,-0.7411599351145923,57,1,1,0,0
-2.0628595361117066,1.3943647928592675,-1.044494471793776,58,2,1,1,0
1.3097612385448776,2.7736401499444048,-2.978933267680133,59,1,1,0,0
-4.078950600549248,-2.1171323437014236,-0.2215171718112838,60,3,1,1,1
-0.6629882732047176,-2.0427257491482234,-1.9341918874910748,61,1,1,0,0
-0.6913723667035621,2.9944016278963685,-2.934644112602731,62,1,1,0,0
-0.0631490234969378,-0.7407699890793165,0.694781768825181,63,3,1,1,1
-0.7416970970417203,0.3567605878004221,-2.2466040536032272,64,2,1,1,0
-1.8773877702753472,2.6683932813369107,-1.162523997929486,65,1,1,0,0
-0.7364869303719179,0.6238483972693107,1.2864010631489118,66,2,1,1,0
3.933891631171348,2.2202498321151705,1.470231501106379,67,1,1,0,0
4.441600182038796,1.2437785011571043,2.711853505426318,68,1,1,0,0
0.0183667588433655,2.1352613879565268,2.448706849106487,69,1,1,0,0
1.239529517921112,-0.178217475060501,0.0908559026473339,70,2,1,1,0
-3.843816049207043,2.696281361618012,2.67312392624956,71,1,1,0,0
-1.827145181796791,-2.2484329896098108,-0.946103155151673,72,1,1,0,0
-0.8517378804636822,1.8460268417542731,0.3032051005751202,73,2,1,1,0
3.6630915788336593,-1.5882466467532403,0.2653362558536174,74,1,1,0,0
-2.495446346034933,0.7128845590992581,-2.866365606243392,75,1,1,0,0
-0.1696573573729565,1.6575733302081035,-2.7876398375257914,76,1,1,0,0
4.85559785610705,1.206005586878848,-1.5716309162282422,77,1,1,0,0
0.1948511925980933,-0.3623664723529007,2.5877502987649503,78,1,1,0,0
1.1289452576296766,2.5820892142240552,2.425651876776638,79,1,1,0,0
-3.793713340096762,-2.02902414052597,0.8195111262958956,80,3,1,1,1
3.2634080050683325,1.3200494787595207,-2.600641545813436,81,1,1,0,0
1.0306012841092738,-1.4809173284517037,2.715156475394327,82,1,1,0,0
0.4506800646646491,1.1277855983826643,-2.603557614919879,83,1,1,0,0
-1.572361662256916,-1.856271672336202,0.0341819622309631,84,2,1,1,0
-1.958792109728159,-2.713313971961034,0.7227546325500223,85,1,1,0,0
-0.8297778897529839,1.7087542403422349,1.258342292838805,86,2,1,1,0
1.8130076579279664,1.9046775306567447,2.5530885313989966,87,1,1,0,0
3.754568417951749,-2.0254209646992436,-0.9383510287820178,88,1,1,0,0
0.1042233747801113,1.842597234533699,-0.7554752250261063,89,2,1,1,0
1.6931378296227229,-1.031747752428042,0.260829816743674,90,2,1,1,0
0.8593655256221289,0.4268844510755929,-1.503489293732082,91,2,1,1,0
1.2490350209559986,0.6112920878391168,0.2875716646254849,92,2,1,1,0
1.7468905098782483,2.4817944656610713,-0.9122650243720782,93,1,1,0,0
3.423424376202573,0.4213831240263164,2.57578474211435,94,1,1,0,0
-4.168050116675612,2.2137390441795084,-1.1520882711724885,95,1,1,0,0
2.6368284144333822,-0.4708783038991408,0.8039368199103301,96,2,1,1,0
-2.5633362546312597,0.919033861177348,-0.6869550931193529,97,1,1,0,0
-3.0577703942122914,-1.8512034971174165,2.9153838792590845,98,1,1,0,0
0.7245695749147307,1.2732858275402852,2.3506288317586153,99,2,1,1,0
-4.042874833876128,2.566527455624575,-1.0918869277364869,100,1,1,0,0
3.853268262751396,-0.4369417830705526,-2.966154341579341,101,1,1,0,0
1.2724897205126873,0.8837372814115079,-1.2226804338185262,102,2,1,1,0
2.234163581899548,0.2657878410333365,-0.0381457109620113,103,2,1,1,0
-4.8387079330498315,-2.9129945957201837,-0.9821060774301662,104,-1,0,0,0
0.944318794450425,2.446697748902399,0.9514339873458448,105,2,1,1,0
0.567851923942887,1.8557420434601464,-1.0100695359495475,106,2,1,1,0
-3.410403558552773,-0.5070914213473072,-1.0305342292631563,107,1,1,0,0
