x,y,t,ordered_id,cluster,cluster1,cluster2
3.8900898748376607,-8.076322189087511,3.352412902652991,0,-1,0,0
-4.234441167982487,-1.312716780945341,1.7015437407318152,1,-1,0,0
-5.408341219428778,-1.368917286073053,2.4730893414928774,2,-1,0,0
1.0160324278412465,-0.1250350665239369,3.458843209558932,3,-1,0,0
4.345485601754149,-1.4685602521426062,6.778380264881094,4,-1,0,0
-1.522492089535673,-3.717227785145188,-8.252739231017713,5,-1,0,0
9.519131128015388,-1.4582441221363975,5.220920260578096,6,-1,0,0
3.6596288239802934,7.789105429719269,-5.075405784169895,7,-1,0,0
-0.3775483506096534,8.794368360436817,-6.054385380540337,8,-1,0,0
-2.1360731397558195,0.0363661825098638,1.434647758331167,9,-1,0,0
-3.105075280212786,2.4542684454838017,-8.004892171074735,10,-1,0,0
4.535184206204025,-7.610755777429945,7.629471160247764,11,-1,0,0
-1.2162695553434366,-3.6177474599576462,2.519529646615121,12,-1,0,0
-8.718377647130547,-1.6864410033180908,4.423643892161104,13,-1,0,0
-2.018723744457458,7.252921326090646,-9.580641707438668,14,-1,0,0
4.712309033494307,-4.940983765149167,1.8697512130118417,15,-1,0,0
-6.2866637370207,-0.3359215675984539,1.1243468094069162,16,-1,0,0
-6.426055228279648,9.61408375509196,-6.75259904593449,17,-1,0,0
0.6247172020683998,0.3858053613442249,-6.869203800529493,18,-1,0,0
0.630186224517948,2.2353116101067596,3.871484669664036,19,-1,0,0
2.6611389793161573,-7.51155241339159,-3.5884247576388484,20,-1,0,0
6.918749522740233,6.4615478500352985,3.8010118515300295,21,-1,0,0
4.444215432240578,2.040590542536362,1.0767883444118873,22,-1,0,0
2.198265511416141,0.8923465280360053,-2.198778632361737,23,-1,0,0
4.404378974890387,-3.1132760912686934,8.417623294356925,24,-1,0,0
-3.5054135057070717,-3.878408377261755,6.765065938871782,25,-1,0,0
-2.736584618678181,-1.6429602217109085,-2.82352817967311,26,-1,0,0
-5.380388028596679,3.5897551626973736,-9.036889016778998,27,-1,0,0
-4.084461881501179,7.434045467544464,-3.8655921464602705,28,-1,0,0
2.5933272523188577,0.2063622820646204,-2.0159234980239766,29,-1,0,0
-1.6070616288042767,-2.451219180321931,-2.0535001922593517,30,2,0,1
-2.4277213300992413,-1.7765616616890965,-2.7494568859127133,31,2,0,1
-2.546297092871594,-3.943424777611828,-2.849433650439772,32,2,0,1
-1.8973704618342175,-0.6094120191060899,-1.6703230704834848,33,2,0,1
-1.561062060428874,-0.3123205534843758,-1.324183672020921,34,2,0,1
-2.153787079751078,-1.797881238165188,-1.151811909160049,35,2,0,1
-1.038471603230769,-2.9279155328615354,-2.223628292812706,36,2,0,1
-1.6303405228302734,-0.0390439991436841,-1.1233683305738151,37,2,0,1
-2.038136197031278,-2.4672238799743265,-1.3603930558046295,38,2,0,1
-2.215764963611699,-1.2253784228380122,-2.151916663273365,39,2,0,1
-2.313643967698261,-1.240189811019722,-2.1873599342582555,40,2,0,1
-1.5419005852319168,-2.26276374136332,-2.333042394668221,41,2,0,1
-2.1228555106407514,-3.2033673706663097,-2.861766787923667,42,2,0,1
-2.8806442067808633,-0.1336824964504339,-2.980547728202939,43,2,0,1
-2.203911489339137,-3.745236562720517,-2.509002673023627,44,2,0,1
-1.5240091885359286,-2.059402448707813,-2.4907653019079614,45,2,0,1
-2.635016539093,-3.1170771608388828,-1.5406779081745756,46,2,0,1
-2.649096487705015,-2.8241034710887543,-2.685258645344013,47,2,0,1
-1.9368972523163233,-0.6858907112218775,-1.6151567320601203,48,2,0,1
-1.936344825806268,-2.5309377480683297,-1.5393294000898512,49,2,0,1
-1.731198082897358,-3.666606921164608,-2.0805656781780932,50,2,0,1
-1.3011364118444209,-3.214763979512059,-2.7646929912250773,51,2,0,1
-1.5510893502787295,-0.5585063589392751,-1.5609807760767456,52,2,0,1
-1.7779529786448345,-0.0918845997593194,-1.1727054974263114,53,2,0,1
-1.5551132348595569,-2.928071357534505,-2.267641091645698,54,2,0,1
-2.3540821722936434,-1.2983640491872426,-1.4825204453959473,55,2,0,1
-2.276422688755372,-3.675204010000837,-1.516162564065879,56,2,0,1
-2.5434735382420888,-1.1061376326746069,-2.891915664960777,57,2,0,1
-2.4125719072223415,-2.3342535503981634,-2.8885846688134285,58,2,0,1
-1.7380477522910245,-0.3273603268484328,-1.6467645182265211,59,2,0,1
-2.81579012010985,-2.7538553201866383,-1.3381846671686382,60,2,0,1
-2.132597654640944,-0.2341320103778996,-1.158876193364963,61,2,0,1
-2.1382744733407124,-1.9870102916699817,-2.7166737534851784,62,2,0,1
-2.0126298046993876,-2.604428303865003,-1.833219583612801,63,2,0,1
-2.148339419408344,-1.4119216194531656,-2.435893825355529,64,2,0,1
-2.3754775540550694,-3.0010151867554957,-2.5545982658339703,65,2,0,1
-2.1472973860743836,-3.0809456106019395,-1.5232228949426407,66,2,0,1
-1.2132216737657304,-3.2146142215009537,-2.173616243355785,67,2,0,1
-1.1116799635922407,-0.1604017446967582,-2.124615782662603,68,2,0,1
-1.9963266482313269,-2.0283450895257062,-1.3111974779867694,69,2,0,1
-1.7520940964157776,-0.9935401485400268,-2.5226305103790914,70,2,0,1
-2.768763209841409,-2.1040324746773535,-1.943315244520528,71,2,0,1
-2.365429036359358,-1.6498393597315322,-1.3445792387236226,72,2,0,1
-2.1703475760927367,-1.6634440754560051,-2.7362223934725125,73,2,0,1
-1.267381684233268,-0.080454768330449,-1.8076340570596856,74,2,0,1
-2.4990892692069866,-1.3262675032835125,-1.325619825068758,75,2,0,1
-2.0339314714745913,-3.0409221137142386,-1.471068914979761,76,2,0,1
-1.02888042877859,-3.9392093633449,-1.231035779258747,77,-1,0,0
-1.961029761480381,-3.1252714413011486,-2.9348716019968633,78,2,0,1
-1.774210948474065,-2.177921430808173,-1.617087709378306,79,2,0,1
-2.7587426680193525,-2.4263186530940772,-2.5921269845868937,80,2,0,1
-1.3473183989863335,-0.7506950427346033,-1.885962543840657,81,2,0,1
-1.7938797431781452,-0.8577729799949902,-1.4504422024771555,82,2,0,1
-1.9098639870670704,-3.643616128346336,-2.1596170698250523,83,2,0,1
-2.314472332451383,-0.1919571001232243,-1.5915925785950231,84,2,0,1
-2.3917584219456316,-1.8901732904674895,-1.3191786039476254,85,2,0,1
-2.165955577950597,-1.6143841485607462,-1.1085626202713106,86,2,0,1
-1.6373984684144067,-2.3797729147706628,-1.9098137896313945,87,2,0,1
-1.2490863164096502,-1.4019961772179848,-2.3678001389997068,88,2,0,1
-1.9791553250439775,-0.5146947860021402,-2.219947693306747,89,2,0,1
-1.6613724340754554,-1.3042561327220024,-1.2688061317531834,90,2,0,1
-1.8281268948755744,-0.1196058247219888,-2.519366738648404,91,2,0,1
-1.7501929958088005,-1.19551100135192,-1.233471198932819,92,2,0,1
-1.6506218980243503,-0.7131170542160943,-2.884327512955733,93,2,0,1
-1.3153151247594854,-3.8198416647246622,-1.0573490033156805,94,2,0,1
-2.8336100233351225,-1.3092059440097985,-2.7617855536812703,95,2,0,1
-1.4726343171133236,-1.380989422184335,-1.233221887001706,96,2,0,1
-2.512667250926252,-3.593015796073505,-1.9184566438694124,97,2,0,1
-2.6115540788424583,-0.6304500157455593,-1.877344504632344,98,2,0,1
-1.855086085017054,-1.5433103843954772,-1.0386880919058168,99,2,0,1
-2.808574966775226,-3.606687638460268,-1.0972757799688082,100,2,0,1
-1.2293463474497208,-1.6221315251092658,-1.4027837069668905,101,2,0,1
-1.7455020558974623,-2.0863366066841027,-1.696833104579992,102,2,0,1
-1.5531672836200905,-3.0668257204487785,-1.6445972265726905,103,2,0,1
-2.967741586609966,-3.920975637681317,-2.733062943906299,104,2,0,1
-1.811136241109915,-2.537730875256953,-2.065189345092058,105,2,0,1
-1.8864296152114224,-1.5205956901196953,-2.1416683988966803,106,2,0,1
-2.6820807117105545,-2.682883466050829,-2.7961817500605255,107,2,0,1
-2.693858969750454,-2.7709813899377114,-2.977343124952709,108,2,0,1
-1.6089409424581782,-0.9955150315054028,-2.967463384718272,109,2,0,1
-2.3624671472362473,-0.9655014097767484,-1.52506684639118,110,2,0,1
-1.616059408936361,-1.1249366580832991,-2.1050879755665672,111,2,0,1
-1.891233500564456,-3.5952721835792447,-2.0188507648236236,112,2,0,1
-2.222098851753711,-1.9353361721122264,-2.4928867806869865,113,2,0,1
-1.1497350207720278,-1.7688053585391263,-1.9183233341589547,114,2,0,1
-1.3166600061745677,-1.0207818922384235,-2.745585882593409,115,2,0,1
-2.2852048666336477,-0.3872891109565306,-2.6729005489938915,116,2,0,1
-2.9128170724019187,-2.523844535847592,-1.364711933729731,117,2,0,1
-2.3904638531778053,-2.285346110643682,-2.9451412938373256,118,2,0,1
-2.203628636164038,-1.0689300304054798,-1.1679729753398926,119,2,0,1
-1.5900823390972756,-1.3494543253191713,-2.3236241517147347,120,2,0,1
-1.0092830359319651,-1.7685203963264344,-1.1356832206874083,121,2,0,1
-2.288170268565081,-2.59944147198819,-2.8726024047009338,122,2,0,1
-1.4749043724291324,-3.218590613771566,-2.3745998242161424,123,2,0,1
-1.8136461668755577,-3.264770511968944,-1.813662113031696,124,2,0,1
-1.6165964025996458,-3.6736668382005098,-1.124390316862608,125,2,0,1
-2.69774509530384,-3.675196600455645,-2.8199929326716475,126,2,0,1
-2.2022474145476867,-0.6168071054650173,-1.3816139095786493,127,2,0,1
-2.518288204552751,-2.4653090033045704,-1.7739521573937005,128,2,0,1
-2.31308797190335,-3.757041508206206,-1.7199838910995529,129,2,0,1
-1.9737436916019957,-0.4142973138590409,-1.0153817973913146,130,2,0,1
-1.6667508996718567,-3.106918102585742,-2.3578343718819097,131,2,0,1
-2.788183029886373,-2.927502278754862,-2.279624057560142,132,2,0,1
-2.7382100986718383,-3.2220086418222973,-1.9282922495162964,133,2,0,1
-2.356038787063384,-0.1299957604688275,-1.7498323036642405,134,2,0,1
-1.6768713266675126,-3.5498396553267817,-2.3765077604758815,135,2,0,1
-1.306987549458556,-1.111347031341294,-1.587352928319128,136,2,0,1
-1.8934853104065732,-0.2716450278243569,-2.835750801753869,137,2,0,1
-1.2910950249509905,-1.3279948187107835,-2.6103904299031084,138,2,0,1
-2.230324377448478,-0.5650935621893423,-2.9734962780338723,139,2,0,1
-2.3664242057632405,-3.030211592346993,-1.500759775592286,140,2,0,1
-2.291470648816643,-1.3042880856245662,-1.1042037906231703,141,2,0,1
-2.657836341589802,-1.1965146401327291,-1.4625779962741163,142,2,0,1
-1.3417747309962191,-2.1666699493080968,-2.6542577714932953,143,2,0,1
-2.3226583081713468,-0.5178175175458621,-2.4322842740212174,144,2,0,1
-1.8952598494118535,-1.222455599325698,-1.657643443556952,145,2,0,1
-1.842897063782334,-0.4204888354446687,-2.381106751459572,146,2,0,1
-1.9569338812053352,-0.9871825869060816,-2.1863630870058777,147,2,0,1
-2.994623870851359,-1.9188383147460095,-2.488392069657645,148,2,0,1
-1.02330916143436,-2.0052471360174273,-1.931546495910595,149,2,0,1
-1.1893168486767802,-2.1850894931997975,-1.2610474178766096,150,2,0,1
-2.584728277607351,-3.9134125485877367,-2.5206143392391227,151,2,0,1
-2.41502117441515,-1.8594343999391332,-1.9409255336811135,152,2,0,1
-1.9599796938550331,-2.3081070651429445,-1.669992701786457,153,2,0,1
-1.1961772546786589,-3.369865615589454,-2.986848349363715,154,2,0,1
-1.0327382301765535,-3.523721206452277,-2.4940544763771495,155,2,0,1
-2.484915871691834,-2.2025924867453543,-1.8654651550553945,156,2,0,1
-1.8712819141504369,-3.840347785815002,-1.349600990534649,157,2,0,1
-1.3860626317256417,-0.053680443598187,-2.5440770458614934,158,2,0,1
-2.2112598920944504,-2.4875162747723056,-1.202304527357398,159,2,0,1
-1.537853928310886,-2.471563228195474,-1.3508690899566818,160,2,0,1
-2.6778619711415703,-3.795494797853253,-2.2118504076709353,161,2,0,1
-1.7986028643328202,-2.2933106641894456,-1.3730501268464512,162,2,0,1
-1.2682710833934707,-3.937018250747033,-1.3015028514266551,163,2,0,1
-1.0329567815928888,-3.879625466668684,-2.4366795556051883,164,2,0,1
-2.841268419243969,-2.6436030673503814,-2.769697338799116,165,2,0,1
-2.1433054505981017,-0.7161242090164897,-2.798162295250866,166,2,0,1
-2.5909142809071444,-2.164715680269614,-1.2384997337177783,167,2,0,1
-2.0987270189625304,-3.9406376831760497,-2.0111955695218873,168,2,0,1
-1.904472854742292,-3.3471198732417005,-1.6570947292662437,169,2,0,1
-2.8133465792603585,-1.040309112192808,-2.2198841509492913,170,2,0,1
-2.4062784490386413,-1.046825051421128,-1.439495668257009,171,2,0,1
-1.144831519695705,-0.9819083743803464,-1.351573624856584,172,2,0,1
-1.861992537139609,-2.593322495265859,-1.2149285802534493,173,2,0,1
-2.085176004952776,-2.5908922118440865,-1.7164603743818103,174,2,0,1
-1.492948018403771,-0.7916973318440679,-1.2157591929533795,175,2,0,1
-1.5162756963159254,-2.4074484580433397,-1.2662937942992798,176,2,0,1
-2.9028419343114624,-1.0912359797577476,-2.4567125430358727,177,2,0,1
-1.582605209114508,-1.6755079644752795,-1.8229042310377197,178,2,0,1
-1.3215133043898328,-2.542633281701163,-2.475682548784583,179,2,0,1
-2.668124231586092,-3.679973919979483,-1.724361685340034,180,2,0,1
-1.4380041240000854,-3.5354984941065566,-1.205704963613228,181,2,0,1
-2.426926766541796,-0.4417651067643833,-2.0337207958157704,182,2,0,1
-2.3870604933408854,-2.1906379599104606,-1.3508796600731652,183,2,0,1
-1.669477069300634,-0.0239818442622588,-2.965790943422885,184,2,0,1
-2.7772156567845685,-2.5444122060259775,-1.2657131456961068,185,2,0,1
-1.6702551023934114,-3.000182781320269,-1.1115936723328936,186,2,0,1
-1.2242864146475547,-2.597842720756049,-2.373187165046334,187,2,0,1
-1.607377463529187,-2.6276556121440295,-1.580708974739777,188,2,0,1
-2.119344246669182,-1.4505730734821416,-1.3615381232109915,189,2,0,1
-2.123571231245551,-3.949049745264376,-2.7514640625002813,190,2,0,1
-1.469807809521387,-0.9469254509313934,-2.1711081362188667,191,2,0,1
-1.8687159975482344,-2.3343414992118197,-2.5868331866518597,192,2,0,1
-2.8301916736163646,-2.2710432253213924,-1.5068822046460475,193,2,0,1
-1.8346578242771907,-2.0755399394770535,-2.188170345199324,194,2,0,1
-1.3703125942131806,-2.203150204815127,-2.999728115705585,195,2,0,1
-2.32586723310478,-2.0101164037584196,-2.474732673575703,196,2,0,1
-1.144846840849221,-2.6163827585699013,-2.5933951003677533,197,2,0,1
-1.4985659993136642,-2.18661545243889,-2.850463504201299,198,2,0,1
