y,x,t,cluster
-8.076322189087511,3.8900898748376607,3.352412902652991,-1.0
-1.312716780945341,-4.234441167982487,1.7015437407318152,1.0
-1.368917286073053,-5.408341219428778,2.4730893414928774,1.0
-0.1250350665239369,1.0160324278412465,3.458843209558932,1.0
-1.4685602521426062,4.345485601754149,6.778380264881094,-1.0
-3.717227785145188,-1.522492089535673,-8.252739231017713,-1.0
-1.4582441221363975,9.519131128015388,5.220920260578096,-1.0
7.789105429719269,3.6596288239802934,-5.075405784169895,-1.0
8.794368360436817,-0.3775483506096534,-6.054385380540337,-1.0
0.0363661825098638,-2.1360731397558195,1.434647758331167,1.0
2.4542684454838017,-3.105075280212786,-8.004892171074735,-1.0
-7.610755777429945,4.535184206204025,7.629471160247764,-1.0
-3.6177474599576462,-1.2162695553434366,2.519529646615121,1.0
-1.6864410033180908,-8.718377647130547,4.423643892161104,-1.0
7.252921326090646,-2.018723744457458,-9.580641707438668,-1.0
-4.940983765149167,4.712309033494307,1.8697512130118417,-1.0
-0.3359215675984539,-6.2866637370207,1.1243468094069162,-1.0
9.61408375509196,-6.426055228279648,-6.75259904593449,-1.0
0.3858053613442249,0.6247172020683998,-6.869203800529493,-1.0
2.2353116101067596,0.630186224517948,3.871484669664036,-1.0
-7.51155241339159,2.6611389793161573,-3.5884247576388484,-1.0
6.4615478500352985,6.918749522740233,3.8010118515300295,-1.0
2.040590542536362,4.444215432240578,1.0767883444118873,1.0
0.8923465280360053,2.198265511416141,-2.198778632361737,1.0
-3.1132760912686934,4.404378974890387,8.417623294356925,-1.0
-3.878408377261755,-3.5054135057070717,6.765065938871782,-1.0
-1.6429602217109085,-2.736584618678181,-2.82352817967311,1.0
3.5897551626973736,-5.380388028596679,-9.036889016778998,-1.0
7.434045467544464,-4.084461881501179,-3.8655921464602705,-1.0
0.2063622820646204,2.5933272523188577,-2.0159234980239766,1.0
-2.4126717881246105,1.9646918559786164,-1.042932503882532,1.0
2.2688660921752466,-2.1386066504962056,-0.6510278856670111,1.0
-1.9460385575091916,-2.731485464357969,1.607854471064503,1.0
1.4840123699421963,0.5131476908289123,-1.4140626645417664,1.0
2.97255178350981,2.1946896978556305,2.698308068877296,1.0
-1.6093293431475264,-0.7689353987553904,0.4341237496300554,1.0
1.4530787739030675,4.807641983846155,-2.4287024489141924,1.0
