x,y,t,ordered_id,cluster,cluster1,cluster2,cluster3
3.8900898748376607,-8.076322189087511,0,0,-1,0,0,0
-4.234441167982487,-1.312716780945341,0,1,-1,0,0,0
-5.408341219428778,-1.368917286073053,0,2,1,1,0,0
1.0160324278412465,-0.1250350665239369,0,3,1,1,0,0
4.345485601754149,-1.4685602521426062,0,4,1,1,0,0
-1.522492089535673,-3.717227785145188,0,5,1,1,0,0
9.519131128015388,-1.4582441221363975,0,6,-1,0,0,0
3.6596288239802934,7.789105429719269,0,7,-1,0,0,0
-0.3775483506096534,8.794368360436817,0,8,-1,0,0,0
-2.1360731397558195,0.0363661825098638,0,9,2,1,1,0
-3.105075280212786,2.4542684454838017,0,10,1,1,0,0
4.535184206204025,-7.610755777429945,0,11,-1,0,0,0
-1.2162695553434366,-3.6177474599576462,0,12,1,1,0,0
-8.718377647130547,-1.6864410033180908,0,13,-1,0,0,0
-2.018723744457458,7.252921326090646,0,14,-1,0,0,0
4.712309033494307,-4.940983765149167,0,15,-1,0,0,0
-6.2866637370207,-0.3359215675984539,0,16,1,1,0,0
-6.426055228279648,9.61408375509196,0,17,-1,0,0,0
0.6247172020683998,0.3858053613442249,0,18,1,1,0,0
0.630186224517948,2.2353116101067596,0,19,1,1,0,0
2.6611389793161573,-7.51155241339159,0,20,-1,0,0,0
6.918749522740233,6.4615478500352985,0,21,-1,0,0,0
4.444215432240578,2.040590542536362,0,22,1,1,0,0
2.198265511416141,0.8923465280360053,0,23,3,1,0,1
4.404378974890387,-3.1132760912686934,0,24,1,1,0,0
-3.5054135057070717,-3.878408377261755,0,25,1,1,0,0
-2.736584618678181,-1.6429602217109085,0,26,2,1,1,0
-5.380388028596679,3.5897551626973736,0,27,-1,0,0,0
-4.084461881501179,7.434045467544464,0,28,-1,0,0,0
2.5933272523188577,0.2063622820646204,0,29,3,1,0,1
1.9646918559786164,-2.4126717881246105,0,30,1,1,0,0
-2.1386066504962056,2.2688660921752466,0,31,1,1,0,0
-2.731485464357969,-1.9460385575091916,0,32,2,1,1,0
0.5131476908289123,1.4840123699421963,0,33,1,1,0,0
2.1946896978556305,2.97255178350981,0,34,1,1,0,0
-0.7689353987553904,-1.6093293431475264,0,35,1,1,0,0
4.807641983846155,1.4530787739030675,0,36,1,1,0,0
1.848297385848633,1.6449451416728644,0,37,1,1,0,0
-0.1906809851563906,-1.314243796492362,0,38,1,1,0,0
-1.0788248180584947,2.527382828232388,0,39,1,1,0,0
-1.568219838491306,-2.582015961458775,0,40,1,1,0,0
2.290497073840416,-1.626720243775504,0,41,1,1,0,0
-0.6142775532037559,-1.2325235773422047,0,42,1,1,0,0
-4.403221033904316,-2.459679368439972,0,43,1,1,0,0
-1.0195574466956858,-1.5284868938264518,0,44,1,1,0,0
2.379954057320357,1.722980338714617,0,45,1,1,0,0
-3.175082695465,-1.396598738662972,0,46,2,1,1,0
-3.245482438525075,0.0396942282196672,0,47,2,1,1,0
0.3155137384183837,-2.187876544630563,0,48,1,1,0,0
0.3182758709686606,0.5501226220525206,0,49,1,1,0,0
1.3440095855132106,0.6652220928539037,0,50,3,1,0,1
3.4943179407778957,-1.6904347763040677,0,51,1,1,0,0
2.244553248606352,-2.552092366051403,0,52,1,1,0,0
1.1102351067758287,1.2107082959370878,0,53,1,1,0,0
2.2244338257022154,0.8006177096746272,0,54,3,1,0,1
-1.770410861468218,-0.1064991421540559,0,55,2,1,1,0
