y,x,t,cluster
-8.076322189087511,3.8900898748376607,0,-1.0
-1.312716780945341,-4.234441167982487,0,1.0
-1.368917286073053,-5.408341219428778,0,1.0
-0.1250350665239369,1.0160324278412465,0,1.0
-1.4685602521426062,4.345485601754149,0,1.0
-3.717227785145188,-1.522492089535673,0,1.0
-1.4582441221363975,9.519131128015388,0,-1.0
7.789105429719269,3.6596288239802934,0,-1.0
8.794368360436817,-0.3775483506096534,0,-1.0
0.0363661825098638,-2.1360731397558195,0,1.0
2.4542684454838017,-3.105075280212786,0,1.0
-7.610755777429945,4.535184206204025,0,-1.0
-3.6177474599576462,-1.2162695553434366,0,1.0
-1.6864410033180908,-8.718377647130547,0,-1.0
7.252921326090646,-2.018723744457458,0,-1.0
-4.940983765149167,4.712309033494307,0,-1.0
-0.3359215675984539,-6.2866637370207,0,-1.0
9.61408375509196,-6.426055228279648,0,-1.0
0.3858053613442249,0.6247172020683998,0,1.0
2.2353116101067596,0.630186224517948,0,1.0
-7.51155241339159,2.6611389793161573,0,-1.0
6.4615478500352985,6.918749522740233,0,-1.0
2.040590542536362,4.444215432240578,0,1.0
0.8923465280360053,2.198265511416141,0,1.0
-3.1132760912686934,4.404378974890387,0,1.0
-3.878408377261755,-3.5054135057070717,0,1.0
-1.6429602217109085,-2.736584618678181,0,1.0
3.5897551626973736,-5.380388028596679,0,1.0
7.434045467544464,-4.084461881501179,0,-1.0
0.2063622820646204,2.5933272523188577,0,1.0
-2.4126717881246105,1.9646918559786164,0,1.0
2.2688660921752466,-2.1386066504962056,0,1.0
-1.9460385575091916,-2.731485464357969,0,1.0
1.4840123699421963,0.5131476908289123,0,1.0
2.97255178350981,2.1946896978556305,0,1.0
-1.6093293431475264,-0.7689353987553904,0,1.0
1.4530787739030675,4.807641983846155,0,1.0
1.6449451416728644,1.848297385848633,0,1.0
-1.314243796492362,-0.1906809851563906,0,1.0
2.527382828232388,-1.0788248180584947,0,1.0
-2.582015961458775,-1.568219838491306,0,1.0
-1.626720243775504,2.290497073840416,0,1.0
-1.2325235773422047,-0.6142775532037559,0,1.0
-2.459679368439972,-4.403221033904316,0,1.0
-1.5284868938264518,-1.0195574466956858,0,1.0
1.722980338714617,2.379954057320357,0,1.0
-1.396598738662972,-3.175082695465,0,1.0
0.0396942282196672,-3.245482438525075,0,1.0
-2.187876544630563,0.3155137384183837,0,1.0
0.5501226220525206,0.3182758709686606,0,1.0
0.6652220928539037,1.3440095855132106,0,1.0
-1.6904347763040677,3.4943179407778957,0,1.0
-2.552092366051403,2.244553248606352,0,1.0
1.2107082959370878,1.1102351067758287,0,1.0
0.8006177096746272,2.2244338257022154,0,1.0
-0.1064991421540559,-1.770410861468218,0,1.0
2.372535485584602,-1.382113443776859,0,1.0
2.863616252277541,-2.717367691210444,0,1.0
1.3943647928592675,-2.0628595361117066,0,1.0
2.7736401499444048,1.3097612385448776,0,1.0
-2.1171323437014236,-4.078950600549248,0,1.0
-2.0427257491482234,-0.6629882732047176,0,1.0
2.9944016278963685,-0.6913723667035621,0,1.0
-0.7407699890793165,-0.0631490234969378,0,1.0
0.3567605878004221,-0.7416970970417203,0,1.0
2.6683932813369107,-1.8773877702753472,0,1.0
0.6238483972693107,-0.7364869303719179,0,1.0
2.2202498321151705,3.933891631171348,0,1.0
1.2437785011571043,4.441600182038796,0,1.0
2.1352613879565268,0.0183667588433655,0,1.0
-0.178217475060501,1.239529517921112,0,1.0
2.696281361618012,-3.843816049207043,0,1.0
-2.2484329896098108,-1.827145181796791,0,1.0
1.8460268417542731,-0.8517378804636822,0,1.0
-1.5882466467532403,3.6630915788336593,0,1.0
0.7128845590992581,-2.495446346034933,0,1.0
1.6575733302081035,-0.1696573573729565,0,1.0
1.206005586878848,4.85559785610705,0,1.0
-0.3623664723529007,0.1948511925980933,0,1.0
2.5820892142240552,1.1289452576296766,0,1.0
-2.02902414052597,-3.793713340096762,0,1.0
1.3200494787595207,3.2634080050683325,0,1.0
-1.4809173284517037,1.0306012841092738,0,1.0
1.1277855983826643,0.4506800646646491,0,1.0
-1.856271672336202,-1.572361662256916,0,1.0
-2.713313971961034,-1.958792109728159,0,1.0
1.7087542403422349,-0.8297778897529839,0,1.0
1.9046775306567447,1.8130076579279664,0,1.0
-2.0254209646992436,3.754568417951749,0,1.0
1.842597234533699,0.1042233747801113,0,1.0
-1.031747752428042,1.6931378296227229,0,1.0
0.4268844510755929,0.8593655256221289,0,1.0
0.6112920878391168,1.2490350209559986,0,1.0
2.4817944656610713,1.7468905098782483,0,1.0
0.4213831240263164,3.423424376202573,0,1.0
2.2137390441795084,-4.168050116675612,0,1.0
-0.4708783038991408,2.6368284144333822,0,1.0
0.919033861177348,-2.5633362546312597,0,1.0
-1.8512034971174165,-3.0577703942122914,0,1.0
1.2732858275402852,0.7245695749147307,0,1.0
