x,y,t,ordered_id,cluster,cluster1
3.8900898748376607,-8.076322189087511,0,0,-1,0
-4.234441167982487,-1.312716780945341,0,1,-1,0
-5.408341219428778,-1.368917286073053,0,2,-1,0
1.0160324278412465,-0.1250350665239369,0,3,-1,0
4.345485601754149,-1.4685602521426062,0,4,-1,0
-1.522492089535673,-3.717227785145188,0,5,-1,0
9.519131128015388,-1.4582441221363975,0,6,-1,0
3.6596288239802934,7.789105429719269,0,7,-1,0
-0.3775483506096534,8.794368360436817,0,8,-1,0
-2.1360731397558195,0.0363661825098638,0,9,1,1
-3.105075280212786,2.4542684454838017,0,10,-1,0
4.535184206204025,-7.610755777429945,0,11,-1,0
-1.2162695553434366,-3.6177474599576462,0,12,-1,0
-8.718377647130547,-1.6864410033180908,0,13,-1,0
-2.018723744457458,7.252921326090646,0,14,-1,0
4.712309033494307,-4.940983765149167,0,15,-1,0
-6.2866637370207,-0.3359215675984539,0,16,-1,0
-6.426055228279648,9.61408375509196,0,17,-1,0
0.6247172020683998,0.3858053613442249,0,18,1,1
0.630186224517948,2.2353116101067596,0,19,1,1
2.6611389793161573,-7.51155241339159,0,20,-1,0
6.918749522740233,6.4615478500352985,0,21,-1,0
4.444215432240578,2.040590542536362,0,22,-1,0
2.198265511416141,0.8923465280360053,0,23,-1,0
4.404378974890387,-3.1132760912686934,0,24,-1,0
-3.5054135057070717,-3.878408377261755,0,25,-1,0
-2.736584618678181,-1.6429602217109085,0,26,-1,0
-5.380388028596679,3.5897551626973736,0,27,-1,0
-4.084461881501179,7.434045467544464,0,28,-1,0
2.5933272523188577,0.2063622820646204,0,29,-1,0
0.3929383711957233,-0.4512191803219312,0,30,1,1
-0.427721330099241,0.2234383383109035,0,31,1,1
-0.5462970928715938,-1.943424777611828,0,32,1,1
0.1026295381657824,1.39058798089391,0,33,1,1
0.4389379395711261,1.6876794465156242,0,34,1,1
-0.153787079751078,0.2021187618348121,0,35,1,1
0.961528396769231,-0.9279155328615354,0,36,1,1
0.3696594771697266,1.960956000856316,0,37,1,1
-0.0381361970312781,-0.4672238799743264,0,38,1,1
-0.2157649636116989,0.7746215771619878,0,39,1,1
-0.3136439676982612,0.759810188980278,0,40,1,1
0.4580994147680832,-0.2627637413633201,0,41,1,1
-0.1228555106407511,-1.2033673706663095,0,42,1,1
-0.8806442067808633,1.866317503549566,0,43,1,1
-0.2039114893391371,-1.745236562720517,0,44,1,1
0.4759908114640714,-0.059402448707813,0,45,1,1
-0.635016539093,-1.1170771608388828,0,46,1,1
-0.6490964877050149,-0.8241034710887543,0,47,1,1
0.0631027476836767,1.3141092887781225,0,48,1,1
0.0636551741937321,-0.5309377480683297,0,49,1,1
0.2688019171026421,-1.6666069211646084,0,50,1,1
0.6988635881555791,-1.214763979512059,0,51,1,1
0.4489106497212705,1.4414936410607249,0,52,1,1
0.2220470213551657,1.9081154002406808,0,53,1,1
0.4448867651404431,-0.9280713575345052,0,54,1,1
-0.3540821722936436,0.7016359508127574,0,55,1,1
-0.2764226887553718,-1.675204010000837,0,56,1,1
-0.5434735382420888,0.8938623673253931,0,57,1,1
-0.4125719072223412,-0.3342535503981634,0,58,1,1
0.2619522477089755,1.6726396731515671,0,59,1,1
-0.8157901201098496,-0.7538553201866383,0,60,1,1
-0.1325976546409435,1.7658679896221003,0,61,1,1
-0.1382744733407124,0.0129897083300183,0,62,1,1
-0.0126298046993875,-0.6044283038650029,0,63,1,1
-0.148339419408344,0.5880783805468344,0,64,1,1
-0.3754775540550694,-1.0010151867554955,0,65,1,1
-0.1472973860743835,-1.0809456106019395,0,66,1,1
0.7867783262342696,-1.2146142215009537,0,67,1,1
0.8883200364077593,1.8395982553032415,0,68,1,1
0.0036733517686731,-0.0283450895257062,0,69,1,1
0.2479059035842223,1.0064598514599732,0,70,1,1
-0.7687632098414086,-0.1040324746773535,0,71,1,1
-0.3654290363593582,0.3501606402684678,0,72,1,1
-0.1703475760927364,0.3365559245439948,0,73,1,1
0.7326183157667319,1.919545231669551,0,74,1,1
-0.4990892692069866,0.6737324967164877,0,75,1,1
-0.0339314714745913,-1.0409221137142386,0,76,1,1
0.97111957122141,-1.9392093633449003,0,77,1,1
0.0389702385196186,-1.1252714413011486,0,78,1,1
0.2257890515259353,-0.1779214308081731,0,79,1,1
-0.7587426680193525,-0.4263186530940772,0,80,1,1
0.6526816010136665,1.2493049572653967,0,81,1,1
0.2061202568218547,1.1422270200050098,0,82,1,1
0.0901360129329298,-1.643616128346336,0,83,1,1
-0.3144723324513832,1.8080428998767757,0,84,1,1
-0.3917584219456318,0.1098267095325105,0,85,1,1
-0.1659555779505968,0.3856158514392538,0,86,1,1
0.3626015315855933,-0.3797729147706628,0,87,1,1
0.7509136835903498,0.5980038227820152,0,88,1,1
0.0208446749560222,1.4853052139978598,0,89,1,1
0.3386275659245445,0.6957438672779976,0,90,1,1
0.1718731051244257,1.8803941752780111,0,91,1,1
0.2498070041911997,0.8044889986480799,0,92,1,1
0.3493781019756496,1.2868829457839055,0,93,1,1
0.6846848752405146,-1.8198416647246625,0,94,1,1
-0.8336100233351225,0.6907940559902017,0,95,1,1
0.5273656828866764,0.6190105778156649,0,96,1,1
-0.512667250926252,-1.5930157960735052,0,97,1,1
-0.6115540788424583,1.3695499842544407,0,98,1,1
0.1449139149829461,0.4566896156045228,0,99,1,1
-0.8085749667752258,-1.6066876384602682,0,100,1,1
0.7706536525502792,0.3778684748907341,0,101,1,1
0.2544979441025374,-0.0863366066841027,0,102,1,1
0.4468327163799095,-1.0668257204487783,0,103,1,1
-0.9677415866099665,-1.9209756376813163,0,104,1,1
0.188863758890085,-0.537730875256953,0,105,1,1
0.1135703847885774,0.4794043098803047,0,106,1,1
-0.6820807117105545,-0.682883466050829,0,107,1,1
-0.6938589697504538,-0.7709813899377114,0,108,1,1
0.3910590575418218,1.0044849684945971,0,109,1,1
-0.3624671472362473,1.0344985902232515,0,110,1,1
0.3839405910636393,0.8750633419167007,0,111,1,1
0.1087664994355441,-1.5952721835792447,0,112,1,1
-0.2220988517537108,0.0646638278877738,0,113,1,1
0.8502649792279722,0.2311946414608736,0,114,1,1
0.6833399938254325,0.9792181077615764,0,115,1,1
-0.2852048666336475,1.6127108890434694,0,116,1,1
-0.9128170724019188,-0.523844535847592,0,117,1,1
-0.3904638531778051,-0.2853461106436818,0,118,1,1
-0.203628636164038,0.9310699695945202,0,119,1,1
0.4099176609027244,0.6505456746808287,0,120,1,1
0.9907169640680348,0.2314796036735655,0,121,1,1
-0.2881702685650809,-0.59944147198819,0,122,1,1
0.5250956275708676,-1.218590613771566,0,123,1,1
0.1863538331244423,-1.264770511968944,0,124,1,1
0.3834035974003542,-1.673666838200509,0,125,1,1
-0.6977450953038395,-1.675196600455645,0,126,1,1
-0.2022474145476869,1.3831928945349827,0,127,1,1
-0.518288204552751,-0.4653090033045703,0,128,1,1
-0.3130879719033501,-1.757041508206206,0,129,1,1
0.0262563083980043,1.585702686140959,0,130,1,1
0.3332491003281432,-1.106918102585742,0,131,1,1
-0.7881830298863723,-0.927502278754862,0,132,1,1
-0.7382100986718385,-1.2220086418222973,0,133,1,1
-0.3560387870633839,1.8700042395311725,0,134,1,1
0.3231286733324874,-1.5498396553267817,0,135,1,1
0.6930124505414441,0.8886529686587061,0,136,1,1
0.1065146895934268,1.728354972175643,0,137,1,1
