x,y,t,cluster
3.8900898748376607,-8.076322189087511,0,-1
-4.234441167982487,-1.312716780945341,0,-1
-5.408341219428778,-1.368917286073053,0,-1
1.0160324278412465,-0.1250350665239369,0,-1
4.345485601754149,-1.4685602521426062,0,-1
-1.522492089535673,-3.717227785145188,0,-1
9.519131128015388,-1.4582441221363975,0,-1
3.6596288239802934,7.789105429719269,0,-1
-0.3775483506096534,8.794368360436817,0,-1
-2.1360731397558195,0.0363661825098638,0,-1
-3.105075280212786,2.4542684454838017,0,-1
4.535184206204025,-7.610755777429945,0,-1
-1.2162695553434366,-3.6177474599576462,0,-1
-8.718377647130547,-1.6864410033180908,0,-1
-2.018723744457458,7.252921326090646,0,-1
4.712309033494307,-4.940983765149167,0,-1
-6.2866637370207,-0.3359215675984539,0,-1
-6.426055228279648,9.61408375509196,0,-1
0.6247172020683998,0.3858053613442249,0,-1
0.630186224517948,2.2353116101067596,0,-1
2.6611389793161573,-7.51155241339159,0,-1
6.918749522740233,6.4615478500352985,0,-1
4.444215432240578,2.040590542536362,0,-1
2.198265511416141,0.8923465280360053,0,-1
4.404378974890387,-3.1132760912686934,0,-1
-3.5054135057070717,-3.878408377261755,0,-1
-2.736584618678181,-1.6429602217109085,0,-1
-5.380388028596679,3.5897551626973736,0,-1
-4.084461881501179,7.434045467544464,0,-1
2.5933272523188577,0.2063622820646204,0,-1
