x,y,t
3.8900898748376607,-8.076322189087511,3.352412902652991
-4.234441167982487,-1.312716780945341,1.7015437407318152
-5.408341219428778,-1.368917286073053,2.4730893414928774
1.0160324278412465,-0.12503506652393695,3.458843209558932
4.345485601754149,-1.4685602521426062,6.778380264881094
-1.522492089535673,-3.717227785145188,-8.252739231017713
9.519131128015387,-1.4582441221363975,5.220920260578096
3.6596288239802934,7.789105429719269,-5.075405784169895
-0.37754835060965347,8.794368360436817,-6.054385380540337
-2.1360731397558195,0.036366182509863856,1.434647758331167
-3.105075280212786,2.4542684454838017,-8.004892171074735
4.535184206204025,-7.610755777429945,7.629471160247764
-1.2162695553434366,-3.6177474599576462,2.519529646615121
-8.718377647130547,-1.6864410033180908,4.423643892161104
-2.018723744457458,7.252921326090646,-9.580641707438668
4.712309033494307,-4.940983765149167,1.8697512130118417
-6.2866637370207,-0.3359215675984539,1.1243468094069162
-6.426055228279648,9.61408375509196,-6.75259904593449
0.6247172020683998,0.3858053613442249,-6.869203800529493
0.630186224517948,2.2353116101067596,3.871484669664036
2.6611389793161573,-7.51155241339159,-3.5884247576388484
6.918749522740233,6.4615478500352985,3.8010118515300295
4.444215432240578,2.040590542536362,1.0767883444118873
2.198265511416141,0.8923465280360053,-2.198778632361737
4.404378974890387,-3.1132760912686934,8.417623294356925
-3.5054135057070717,-3.878408377261755,6.765065938871782
-2.736584618678181,-1.6429602217109083,-2.8235281796731106
-5.380388028596679,3.5897551626973736,-9.036889016778998
-4.084461881501179,7.434045467544464,-3.8655921464602705
2.5933272523188577,0.20636228206462046,-2.0159234980239766
-2.1386066504962056,2.2688660921752466,-0.6510278856670111
0.5131476908289123,1.4840123699421963,-1.4140626645417664
2.1946896978556305,2.97255178350981,2.6983080688772962
-0.7689353987553904,-1.6093293431475264,0.4341237496300554
1.848297385848633,1.6449451416728644,0.0451938732313939
-0.19068098515639065,-1.314243796492362,0.5024777017025095
2.2904970738404162,-1.626720243775504,2.643506849805557
-0.6142775532037559,-1.2325235773422047,0.8821048022829667
-1.0195574466956858,-1.5284868938264518,1.1077529551172032
-3.175082695465,-1.396598738662972,-1.413627869617821
-3.245482438525075,0.03969422821966728,-1.4720881825022327
0.3155137384183837,-2.187876544630563,1.6869692636972458
0.3182758709686606,0.5501226220525206,-1.9765662698675437
1.3440095855132106,0.6652220928539037,1.4626249067135777
1.1102351067758287,1.2107082959370878,2.423179019567889
-1.382113443776859,2.372535485584602,1.5496704489063005
-2.717367691210444,2.8636162522775406,-0.7411599351145923
-2.0628595361117066,1.3943647928592675,-1.044494471793776
-0.6629882732047176,-2.0427257491482234,-1.9341918874910748
-0.6913723667035621,2.9944016278963685,-2.934644112602731
-0.06314902349693785,-0.7407699890793165,0.694781768825181
-0.7416970970417203,0.3567605878004221,-2.2466040536032272
-1.8773877702753472,2.6683932813369107,-1.1625239979294861
-0.7364869303719179,0.6238483972693107,1.2864010631489118
3.933891631171348,2.2202498321151705,1.4702315011063787
4.441600182038796,1.2437785011571043,2.7118535054263186
0.018366758843365583,2.1352613879565268,2.448706849106487
1.2395295179211119,-0.178217475060501,0.0908559026473339
-1.827145181796791,-2.2484329896098108,-0.946103155151673
-0.8517378804636822,1.8460268417542731,0.3032051005751202
-2.495446346034933,0.7128845590992581,-2.866365606243392
-0.1696573573729565,1.6575733302081037,-2.7876398375257914
0.19485119259809336,-0.36236647235290076,2.5877502987649503
1.1289452576296766,2.5820892142240552,2.425651876776638
1.0306012841092738,-1.4809173284517037,2.715156475394327
-1.5723616622569159,-1.856271672336202,0.03418196223096315
-1.958792109728159,-2.7133139719610346,0.7227546325500223
-0.8297778897529839,1.7087542403422347,1.258342292838805
1.8130076579279664,1.9046775306567447,2.5530885313989966
0.10422337478011134,1.842597234533699,-0.7554752250261063
1.6931378296227229,-1.031747752428042,0.260829816743674
0.8593655256221289,0.4268844510755929,-1.503489293732082
1.2490350209559986,0.6112920878391168,0.2875716646254849
1.7468905098782483,2.4817944656610713,-0.9122650243720782
3.423424376202573,0.4213831240263164,2.57578474211435
2.6368284144333822,-0.47087830389914087,0.8039368199103301
-2.5633362546312597,0.9190338611773481,-0.6869550931193529
0.7245695749147307,1.2732858275402852,2.3506288317586153
-4.0428748338761284,2.566527455624575,-1.0918869277364867
1.2724897205126873,0.8837372814115079,-1.2226804338185262
2.234163581899548,0.2657878410333365,-0.03814571096201136
0.944318794450425,2.446697748902399,0.9514339873458448
0.567851923942887,1.8557420434601462,-1.0100695359495477
-3.4104035585527726,-0.5070914213473072,-1.0305342292631563
-1.8123357361812364,0.15385090528623002,0.5529343771650923
1.9197029553181966,-1.5349598200459076,0.12239991894412117
0.5438324971777209,1.9950305513386444,-1.446435414952166
-1.110494258768554,-1.22713781075452,-2.101184877904865
-1.4260243331682376,1.3576175484601614,-0.8425494739027797
-1.9523192658890254,1.1758463937197416,0.20153760177459845
-1.4408513428254044,-1.0175852411442137,-2.7366835909628024
2.625478137854338,2.417694819588654,2.17646271097491
0.9317691656222116,2.7977126426167302,-0.13265891359715876
-3.488725476519198,-0.03461744945231793,-2.8324763305714833
-1.0112370727384346,0.7323360210203504,0.7374228909650582
-2.591441022763755,-2.924991603560274,-1.2094580680533225
-1.5654398595167507,-0.8990145142814256,0.9070568197421047
0.1312815419900215,-2.8317383489669026,-2.328183006021711
1.6662455016407163,0.6989488560003796,0.10784551962082278
-3.940915149431862,-0.2210501852377671,-2.1781627149727676
1.615643366662437,0.25748645330715947,1.8080401978994338
